1,410,0,145,0
2,1115,0,394,0
3,288,0,103,0
4,945,1,331,1
5,371,0,140,1
6,397,0,144,1
7,232,0,87,1
8,142,0,61,1
9,559,0,204,1
10,293,0,110,1
11,632,0,263,1
12,433,0,154,1
13,327,0,148,1
14,326,0,119,1
15,594,0,245,1
16,402,0,177,1
17,1342,0,513,1
18,996,0,427,1
19,430,0,167,1
20,268,0,125,1
21,613,0,246,1
22,109,0,56,1
23,281,0,116,1
24,149,0,60,1
25,388,0,153,1
26,294,0,119,1
27,291,0,106,1
28,769,0,308,1
29,128,0,53,1
30,470,0,211,1
31,102,0,57,1
32,342,0,171,1
33,603,0,250,1
34,320,0,177,1
35,153,0,88,1
36,1813,0,688,1
37,343,0,138,1
38,1654,1,576,1
39,101,0,38,1
40,3257,1,1307,1
41,920,1,364,1
42,701,0,286,1
43,4138,0,1501,1
44,1307,2,518,2
45,177,0,80,2
46,279,0,98,2
47,98,0,37,2
48,895,2,398,2
49,762,0,267,2
50,677,0,230,2
51,1611,0,542,2
52,314,0,109,2
53,385,2,110,2
54,866,0,293,2
55,737,0,250,2
56,2081,0,704,2
57,1316,1,468,2
58,1078,1,384,2
59,4468,0,1501,2
60,5865,1,2001,2
61,3449,4,1554,4
62,4460,0,1501,4
63,518,1,184,4
64,1025,2,392,4
65,4436,0,1501,4
66,1028,0,347,4
67,4482,0,1501,4
68,1006,1,350,4
69,1848,0,681,4
70,4156,0,1501,4
71,3862,1,1594,4
72,194,0,69,4
73,542,0,185,4
74,371,0,128,4
75,2699,4,1102,4
76,1546,2,495,4
77,1081,0,452,4
78,1396,1,460,4
79,1025,0,350,4
80,56,0,23,4
81,620,0,211,4
82,2254,0,765,4
83,85,0,38,4
84,1139,0,384,4
85,1540,1,508,4
86,1415,0,476,4
87,6039,2,2020,4
88,4484,0,1501,4
89,4302,0,1501,4
90,789,1,491,4
91,2442,3,816,4
92,1712,0,575,4
93,749,0,254,4
94,4577,3,1493,4
95,6007,1,2001,4
96,10334,4,3453,4
97,7883,8,2534,8
98,779,0,264,8
99,305,0,106,8
100,9014,19,2782,19
101,2258,5,756,19
102,6518,15,1994,19
103,6602,35,1802,35
104,897,4,254,35
105,3788,18,1045,35
106,2545,7,1197,35
107,4430,20,1249,35
108,1704,11,438,35
109,3137,11,919,35
110,2336,14,611,35
111,4535,25,1209,35
112,961,6,252,35
113,4313,28,1110,35
114,4292,21,1176,35
115,2687,19,667,35
116,5054,33,1298,35
117,2041,12,540,35
118,5520,30,1487,35
119,7188,39,1926,39
120,7797,54,2014,54
121,1649,12,406,54
122,1851,14,452,54
123,3478,27,856,54
124,1351,13,295,54
125,2802,27,608,54
126,2475,22,568,54
127,2893,24,676,54
128,2658,22,621,54
129,2600,22,649,54
130,8583,62,2184,62
131,549,5,129,62
132,5871,47,1431,62
133,2746,26,607,62
134,4761,44,1056,62
135,3255,29,745,62
136,4865,44,1092,62
137,3424,27,816,62
138,4539,38,1052,62
139,4505,40,1020,62
140,8437,70,2046,70
141,5510,47,1288,70
142,5010,44,1143,70
143,6590,51,1590,70
144,3100,26,719,70
145,3440,31,770,70
146,2240,20,509,70
147,8010,65,1914,70
148,5549,46,1316,70
149,1276,13,270,70
150,2551,22,598,70
151,2085,21,445,70
152,1493,13,345,70
153,3736,29,894,70
154,3274,33,710,70
155,2253,19,523,70
156,4630,42,1059,70
157,2557,24,562,70
158,5171,48,1146,70
159,2955,27,665,70
160,1414,13,316,70
161,8975,79,2075,79
162,4679,41,1073,79
163,5549,49,1267,79
164,4468,39,1026,79
165,4715,40,1090,79
166,5084,44,1181,79
167,940,8,219,79
168,849,7,201,79
169,1393,14,296,79
170,3729,35,823,79
171,3912,32,917,79
172,4438,43,988,79
173,3033,24,722,79
174,5867,52,1356,79
175,4712,39,1100,79
176,4856,44,1093,79
177,3491,33,769,79
178,6118,51,1424,79
179,6344,60,1411,79
180,2112,20,463,79
181,1770,18,373,79
182,5634,49,1286,79
183,1075,13,203,79
184,1189,11,265,79
185,6477,58,1468,79
186,968,9,216,79
187,4071,42,858,79
188,8360,73,1948,79
189,3838,33,880,79
190,1527,12,368,79
191,5068,43,1168,79
192,5247,49,1161,79
193,1413,16,278,79
194,3741,32,864,79
195,6046,50,1415,79
196,2296,24,483,79
197,2675,26,576,79
198,2745,26,600,79
199,1084,11,230,79
200,6246,54,1431,79
201,1527,16,318,79
202,3467,29,803,79
203,4042,36,909,79
204,4739,41,1093,79
205,2857,25,649,79
206,7565,62,1774,79
207,1897,16,440,79
208,6541,56,1526,79
209,7829,68,1800,79
210,6494,61,1464,79
211,4447,42,978,79
212,2175,20,484,79
213,3495,33,765,79
214,5262,50,1167,79
215,3429,32,754,79
216,4079,38,898,79
217,3907,36,886,79
218,3404,33,734,79
219,4233,39,943,79
220,4705,44,1050,79
221,6725,58,1540,79
222,4903,43,1121,79
223,5109,44,1182,79
224,2610,24,581,79
225,5189,48,1172,79
226,3133,30,680,79
227,6642,57,1542,79
228,6364,54,1467,79
229,4157,37,949,79
230,5646,48,1337,79
231,4529,38,1060,79
232,3072,27,696,79
233,3391,29,779,79
234,6514,58,1483,79
235,8188,65,2012,79
236,1505,12,358,79
237,2977,29,641,79
238,4232,34,999,79
239,1722,15,394,79
240,3573,34,778,79
241,5366,45,1252,79
242,4352,40,971,79
243,2306,19,540,79
244,3104,29,684,79
245,3282,31,724,79
246,3253,33,687,79
247,2531,23,565,79
248,5782,49,1354,79
249,3589,36,776,79
250,2579,22,594,79
251,3268,31,712,79
252,3892,34,887,79
253,317,3,73,79
254,5172,45,1178,79
255,6898,57,1622,79
256,6244,55,1424,79
257,7668,65,1802,79
258,6313,55,1451,79
259,3317,31,733,79
260,4419,40,996,79
261,6239,55,1431,79
262,5456,45,1276,79
263,8148,66,1935,79
264,7916,65,1898,79
265,847,8,188,79
266,2684,21,640,79
267,5156,45,1186,79
268,4174,39,920,79
269,7413,63,1721,79
270,5321,39,1303,79
271,4566,41,1034,79
272,4563,42,1012,79
273,2620,24,583,79
274,5782,52,1309,79
275,4402,36,1031,79
276,4397,43,949,79
277,4985,47,1109,79
278,4831,47,1049,79
279,8406,70,1995,79
280,8548,72,2003,79
281,4230,37,970,79
282,2340,22,513,79
283,1738,14,411,79
284,6803,59,1583,79
285,2236,22,479,79
286,2956,26,675,79
287,4622,41,1044,79
288,6326,61,1386,79
289,5489,49,1243,79
290,1958,17,448,79
291,1198,11,268,79
292,3480,32,777,79
293,4423,42,974,79
294,1690,14,395,79
295,3856,33,886,79
296,3821,36,844,79
297,3379,30,764,79
298,2920,28,635,79
299,6536,59,1470,79
300,4061,34,946,79
301,1564,15,346,79
302,5187,48,1168,79
303,6385,57,1441,79
304,5704,48,1345,79
305,4205,39,931,79
306,839,6,210,79
307,2402,21,546,79
308,3461,30,794,79
309,4018,31,964,79
310,5350,43,1266,79
311,4776,44,1089,79
312,5402,45,1270,79
313,2611,24,582,79
314,7521,65,1735,79
315,4151,35,963,79
