1,477,0,170,0
2,351,1,119,1
3,179,0,70,1
4,248,0,91,1
5,169,0,64,1
6,593,0,218,1
7,838,0,317,1
8,1214,0,461,1
9,850,1,336,1
10,904,0,337,1
11,415,0,168,1
12,412,0,167,1
13,640,0,267,1
14,371,1,141,1
15,604,1,214,1
16,351,0,162,1
17,159,0,74,1
18,249,0,100,1
19,384,0,167,1
20,153,0,60,1
21,155,0,72,1
22,1779,0,814,1
23,92,0,37,1
24,243,1,85,1
25,1544,0,699,1
26,249,0,130,1
27,1760,0,811,1
28,2155,0,852,1
29,293,0,150,1
30,912,0,413,1
31,229,0,128,1
32,470,0,241,1
33,191,0,120,1
34,1507,2,640,2
35,704,1,286,2
36,2137,0,926,2
37,65,0,26,2
38,1981,0,870,2
39,2673,0,1212,2
40,2016,1,974,2
41,1393,3,553,3
42,554,0,343,3
43,4191,1,1609,3
44,3641,0,1456,3
45,3124,0,1399,3
46,1001,0,444,3
47,2276,0,919,3
48,2127,1,805,3
49,1344,2,557,3
50,673,0,328,3
51,3516,0,1501,3
52,2419,2,922,3
53,1271,0,472,3
54,5271,1,2001,3
55,4066,0,1501,3
56,1814,1,732,3
57,2871,2,1044,3
58,764,0,259,3
59,2280,4,873,4
60,5263,1,2001,4
61,3786,0,1385,4
62,4443,3,1701,4
63,3379,0,1164,4
64,4047,1,1489,4
65,114,0,57,4
66,3573,2,1356,4
67,1482,1,488,4
68,3812,2,1263,4
69,5941,1,2001,4
70,1597,1,895,4
71,4624,2,1683,4
72,2768,0,947,4
73,2183,3,695,4
74,3042,0,1047,4
75,3433,1,1369,4
76,6670,2,2501,4
77,6359,2,2282,4
78,4977,3,1645,4
79,8609,3,2935,4
80,5677,1,2001,4
81,457,1,305,4
82,4252,0,1501,4
83,3770,0,1501,4
84,7899,3,2683,4
85,5513,2,1818,4
86,3866,0,1377,4
87,1316,3,478,4
88,4348,0,1501,4
89,2239,2,1016,4
90,6348,3,2174,4
91,537,0,256,4
92,4228,2,1389,4
93,4490,0,1501,4
94,578,0,225,4
95,2622,2,991,4
96,4426,0,1501,4
97,5973,1,2001,4
98,4454,0,1501,4
99,1444,1,506,4
100,4475,0,1498,4
101,4484,0,1501,4
102,6796,3,2350,4
103,6023,1,2001,4
104,6650,3,2198,4
105,7496,2,2501,4
106,3040,0,1041,4
107,5591,1,2001,4
108,2079,2,1092,4
109,7476,2,2501,4
110,6011,1,2001,4
111,5787,1,2001,4
112,4410,0,1501,4
113,5867,1,2001,4
114,3513,0,1190,4
115,3859,4,1246,4
116,1441,0,486,4
117,5989,1,2001,4
118,4174,3,1476,4
119,4276,0,1501,4
120,2298,1,868,4
121,10578,4,3501,4
122,7053,4,2660,4
123,2743,4,928,4
124,746,1,348,4
125,8551,6,2946,6
126,2480,2,1091,6
127,2703,5,1095,6
128,6303,7,2113,7
129,2387,6,762,7
130,3034,15,858,15
131,2265,2,1364,15
132,7090,4,2585,15
133,1255,6,350,15
134,1736,2,1045,15
135,883,4,256,15
136,3374,14,971,15
137,2989,11,865,15
138,2732,10,795,15
139,5531,6,1774,15
140,4407,13,1325,15
141,1253,4,476,15
142,662,6,151,15
143,3836,23,1294,23
144,1909,14,468,23
145,5725,15,1751,23
146,3107,20,800,23
147,3473,15,977,23
148,2375,16,600,23
149,1776,10,473,23
150,1063,7,273,23
151,2075,14,526,23
152,3035,2,992,23
153,5272,41,1292,41
154,6728,45,1702,45
155,6815,50,1780,50
156,3780,30,919,50
157,4204,30,1047,50
158,1985,21,423,50
159,1299,12,292,50
160,5495,50,1260,50
161,2471,19,595,50
162,7937,58,2010,58
163,755,6,182,58
164,4916,40,1163,58
165,4712,40,1087,58
166,9129,64,2328,64
167,3331,32,726,64
168,731,8,150,64
169,3617,33,805,64
170,4292,34,1021,64
171,2185,21,475,64
172,4708,38,1115,64
173,5025,41,1179,64
174,5964,47,1434,64
175,1035,9,239,64
176,5690,45,1356,64
177,3888,32,909,64
178,6950,56,1651,64
179,2779,24,636,64
180,2284,23,482,64
181,4737,35,1153,64
182,1814,17,400,64
183,1817,15,425,64
184,2279,20,518,64
185,3650,34,819,64
186,4381,38,1002,64
187,5739,44,1378,64
188,8649,67,2073,67
189,2269,21,503,67
190,1691,14,396,67
191,4308,29,1090,67
192,3149,31,679,67
193,6013,49,1413,67
194,4550,38,1067,67
195,5438,43,1298,67
196,2973,26,678,67
197,4030,34,935,67
198,2564,21,600,67
199,5675,47,1361,67
200,6348,51,1512,67
201,2741,23,635,67
202,2910,25,668,67
203,5021,45,1139,67
204,5540,46,1293,67
205,2213,18,520,67
206,3130,27,718,67
207,3813,30,910,67
208,2584,26,551,67
209,5524,44,1339,67
210,4082,31,988,67
211,1930,19,414,67
212,3928,36,883,67
213,6402,55,1498,67
214,1362,9,348,67
215,2435,22,546,67
216,6197,49,1481,67
217,7878,66,1837,67
218,1437,13,323,67
219,5464,48,1247,67
220,2990,30,635,67
221,2484,22,567,67
222,3526,32,793,67
223,4352,41,954,67
224,5469,48,1276,67
225,4634,38,1095,67
226,5929,52,1366,67
227,6823,56,1652,67
228,9195,73,2195,73
229,8048,63,1956,73
230,3560,30,825,73
231,3052,25,718,73
232,2386,22,529,73
233,5617,48,1302,73
234,5784,48,1349,73
235,1898,21,378,73
236,6065,52,1406,73
237,4382,41,976,73
238,3182,27,734,73
239,1553,15,337,73
240,6354,56,1453,73
241,2372,22,527,73
242,3209,29,719,73
243,499,5,109,73
244,3705,30,880,73
245,4454,40,1005,73
246,4605,40,1060,73
247,2477,23,547,73
248,4859,43,1105,73
249,3395,29,787,73
250,3169,27,729,73
251,5564,46,1301,73
252,323,3,75,73
253,3039,29,661,73
254,3621,35,791,73
255,5936,58,1305,73
256,4765,44,1064,73
257,5212,47,1170,73
258,2658,27,564,73
259,1414,13,316,73
260,3124,27,734,73
261,4757,44,1056,73
262,6030,52,1393,73
263,3813,37,825,73
264,3528,30,813,73
265,4315,35,1015,73
266,3753,33,853,73
267,2728,24,619,73
268,4179,37,945,73
269,2816,26,625,73
270,5806,56,1269,73
271,4872,40,1145,73
272,6968,58,1695,73
273,5216,43,1216,73
274,1750,14,415,73
275,1400,14,299,73
276,4116,39,900,73
277,3571,34,776,73
278,5241,44,1224,73
279,3978,39,864,73
280,2708,21,648,73
281,3277,32,706,73
282,7227,63,1693,73
283,6800,55,1602,73
284,4068,34,943,73
285,3667,34,816,73
286,2144,20,475,73
287,1265,14,254,73
288,4740,40,1109,73
289,5997,54,1366,73
290,6023,56,1340,73
291,6049,52,1384,73
292,2051,19,457,73
293,6952,58,1633,73
294,3855,39,823,73
295,4718,40,1093,73
296,5046,45,1140,73
297,5115,46,1150,73
298,7838,61,1892,73
299,3131,28,710,73
300,5716,48,1325,73
301,5704,50,1317,73
302,4451,38,1030,73
303,870,7,208,73
304,2711,25,607,73
305,1755,18,368,73
306,1829,18,394,73
307,7182,65,1630,73
308,1825,19,379,73
309,5298,45,1224,73
