1,5833,33,884,33
2,4848,28,722,33
3,8756,51,1313,51
4,7407,42,1123,51
5,12993,74,2013,74
6,7086,42,1020,74
7,5414,33,749,74
8,8059,52,1029,74
9,3701,21,560,74
10,3403,20,493,74
11,4023,22,637,74
12,9368,55,1363,74
13,8515,50,1237,74
14,7006,43,981,74
15,9357,54,1385,74
16,7938,44,1242,74
17,12171,70,1879,74
18,5569,33,796,74
19,5039,29,754,74
20,6158,36,898,74
21,1880,12,244,74
22,6982,41,1013,74
23,7829,42,1267,74
24,7405,45,1022,74
25,7673,47,1058,74
26,7698,45,1125,74
27,8868,50,1358,74
28,9011,51,1372,74
29,7886,48,1092,74
30,10141,61,1456,74
31,3986,26,496,74
32,6879,39,1042,74
33,7287,44,1013,74
34,11384,63,1789,74
35,4399,25,664,74
36,6654,39,979,74
37,6167,35,930,74
38,8763,49,1350,74
39,11792,66,1840,74
40,5651,32,857,74
41,4797,28,705,74
42,9996,56,1556,74
43,14635,81,2332,81
44,5378,30,828,81
45,4028,23,605,81
46,3663,22,519,81
47,2140,15,237,81
48,4722,27,707,81
49,2222,15,261,81
50,9414,54,1424,81
51,6888,40,1016,81
52,4974,32,632,81
53,7727,47,1078,81
54,5005,31,678,81
55,9716,55,1475,81
56,10322,61,1493,81
57,7484,46,1020,81
58,8169,48,1187,81
59,10598,62,1590,81
60,15410,86,2468,86
61,8313,48,1239,86
62,5591,34,787,86
63,3804,24,502,86
64,2562,16,342,86
65,8739,51,1280,86
66,5665,31,896,86
67,5898,36,814,86
68,4668,25,759,86
69,10091,60,1447,86
70,4977,28,765,86
71,7848,44,1206,86
72,5488,32,812,86
73,3971,24,553,86
74,8706,50,1298,86
75,6735,40,975,86
76,3969,24,553,86
77,8753,53,1220,86
78,5058,31,701,86
79,12871,72,2001,86
80,9352,53,1431,86
81,7693,44,1159,86
82,6555,40,903,86
83,11646,65,1821,86
84,6962,43,947,86
85,5257,32,725,86
86,14432,80,2304,86
87,9717,58,1407,86
88,8157,47,1210,86
89,7807,48,1061,86
90,4582,30,574,86
91,5486,34,744,86
92,9069,52,1361,86
93,3279,20,453,86
94,5286,34,682,86
95,6313,37,914,86
96,17124,97,2701,97
97,1258,8,166,97
98,10091,57,1554,97
99,10678,58,1706,97
100,5201,31,738,97
