1,6465,27,1288,27
2,8185,35,1604,35
3,6496,28,1272,35
4,12247,49,2522,49
5,8885,42,1613,49
6,14620,57,3113,57
7,15599,64,3197,64
8,12806,48,2744,64
9,5046,19,1073,64
10,11467,46,2359,64
11,5388,23,1059,64
12,4383,21,788,64
13,14521,61,2898,64
14,10555,43,2136,64
15,7363,32,1441,64
16,11462,44,2426,64
17,7715,31,1576,64
18,6506,27,1301,64
19,10544,46,2082,64
20,9498,38,1948,64
21,13510,61,2635,64
22,8599,40,1589,64
23,10246,41,2105,64
24,3211,17,526,64
25,11295,47,2264,64
26,10608,44,2130,64
27,14918,62,3020,64
28,6721,31,1244,64
29,13381,56,2673,64
30,4242,18,840,64
31,11711,47,2408,64
32,11755,48,2393,64
33,8039,38,1457,64
34,7372,30,1494,64
35,10579,49,1974,64
36,10092,43,1983,64
37,9996,40,2046,64
38,10405,39,2216,64
39,7211,32,1375,64
40,5165,25,928,64
41,8653,35,1758,64
42,14416,55,3133,64
43,7338,33,1385,64
44,6425,26,1307,64
45,12305,50,2557,64
46,6017,32,989,64
47,6808,29,1339,64
48,8090,35,1573,64
49,17550,71,3689,71
50,9479,39,1912,71
51,8943,38,1775,71
52,13753,57,2794,71
53,8882,36,1824,71
54,11372,44,2380,71
55,14204,57,2955,71
56,7188,30,1432,71
57,10016,41,2023,71
58,8656,35,1761,71
59,13580,57,2727,71
60,7629,28,1643,71
61,12456,49,2605,71
62,12378,46,2684,71
63,8711,33,1844,71
64,4047,19,740,71
65,6965,27,1454,71
66,12484,52,2508,71
67,11739,49,2378,71
68,9641,40,1943,71
69,2787,13,514,71
70,7235,30,1447,71
71,11790,48,2418,71
72,10640,41,2255,71
73,11604,49,2325,71
74,10437,47,1978,71
75,12987,58,2549,71
76,7759,32,1559,71
77,14840,59,3111,71
78,6658,25,1417,71
79,10834,49,2045,71
80,9206,36,1912,71
81,7245,31,1418,71
82,9520,43,1793,71
83,6265,25,1286,71
84,12556,51,2571,71
85,11762,49,2379,71
86,9453,40,1885,71
87,11283,48,2233,71
88,10684,45,2141,71
89,9990,44,1914,71
90,15270,59,3237,71
91,9010,37,1837,71
92,6061,26,1185,71
93,2924,12,592,71
94,6043,26,1181,71
95,9968,41,2047,71
96,10889,46,2153,71
97,10237,40,2135,71
98,13076,60,2470,71
99,9425,40,1867,71
100,6106,25,1235,71
